pizza_id,order_id,order_date,order_time,day_of_week,is_weekend,month_name,quarter,time_of_day,pizza_name_id,pizza_name,pizza_category,pizza_size,pizza_ingredients,is_vegetarian,quantity,order_size,unit_price,total_price,revenue_category
31136,13749,2015-08-17,17:17:11,Monday,Weekday,Aug,Q3,Afternoon,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31137,13750,2015-08-17,17:18:55,Monday,Weekday,Aug,Q3,Afternoon,mediterraneo_m,The Mediterranean Pizza,Veggie,M,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,16.0,16.0,Standard
31138,13750,2015-08-17,17:18:55,Monday,Weekday,Aug,Q3,Afternoon,pep_msh_pep_m,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,M,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,14.5,14.5,Standard
31139,13751,2015-08-17,17:22:13,Monday,Weekday,Aug,Q3,Afternoon,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
31140,13751,2015-08-17,17:22:13,Monday,Weekday,Aug,Q3,Afternoon,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
31141,13752,2015-08-17,17:26:03,Monday,Weekday,Aug,Q3,Afternoon,ckn_pesto_l,The Chicken Pesto Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31142,13752,2015-08-17,17:26:03,Monday,Weekday,Aug,Q3,Afternoon,mediterraneo_l,The Mediterranean Pizza,Veggie,L,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,20.25,20.25,Premium
31143,13752,2015-08-17,17:26:03,Monday,Weekday,Aug,Q3,Afternoon,pep_msh_pep_m,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,M,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,14.5,14.5,Standard
31144,13752,2015-08-17,17:26:03,Monday,Weekday,Aug,Q3,Afternoon,spinach_supr_l,The Spinach Supreme Pizza,Supreme,L,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,20.75,20.75,Premium
31145,13753,2015-08-17,17:26:40,Monday,Weekday,Aug,Q3,Afternoon,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
31146,13753,2015-08-17,17:26:40,Monday,Weekday,Aug,Q3,Afternoon,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
31147,13754,2015-08-17,17:43:12,Monday,Weekday,Aug,Q3,Afternoon,ital_cpcllo_l,The Italian Capocollo Pizza,Classic,L,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,20.5,20.5,Premium
31148,13754,2015-08-17,17:43:12,Monday,Weekday,Aug,Q3,Afternoon,sicilian_l,The Sicilian Pizza,Supreme,L,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
31149,13754,2015-08-17,17:43:12,Monday,Weekday,Aug,Q3,Afternoon,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31150,13755,2015-08-17,17:46:23,Monday,Weekday,Aug,Q3,Afternoon,the_greek_s,The Greek Pizza,Classic,S,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,12.0,12.0,Standard
31151,13756,2015-08-17,17:50:36,Monday,Weekday,Aug,Q3,Afternoon,bbq_ckn_s,The Barbecue Chicken Pizza,Chicken,S,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31152,13756,2015-08-17,17:50:36,Monday,Weekday,Aug,Q3,Afternoon,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
31153,13756,2015-08-17,17:50:36,Monday,Weekday,Aug,Q3,Afternoon,classic_dlx_l,The Classic Deluxe Pizza,Classic,L,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,20.5,20.5,Premium
31154,13756,2015-08-17,17:50:36,Monday,Weekday,Aug,Q3,Afternoon,napolitana_m,The Napolitana Pizza,Classic,M,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",Non-Veg,1,Small,16.0,16.0,Standard
31155,13757,2015-08-17,18:15:16,Monday,Weekday,Aug,Q3,Evening,veggie_veg_m,The Vegetables + Vegetables Pizza,Veggie,M,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,16.0,16.0,Standard
31156,13758,2015-08-17,18:42:19,Monday,Weekday,Aug,Q3,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
31157,13758,2015-08-17,18:42:19,Monday,Weekday,Aug,Q3,Evening,ckn_alfredo_s,The Chicken Alfredo Pizza,Chicken,S,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31158,13758,2015-08-17,18:42:19,Monday,Weekday,Aug,Q3,Evening,ckn_pesto_s,The Chicken Pesto Pizza,Chicken,S,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31159,13759,2015-08-17,18:49:37,Monday,Weekday,Aug,Q3,Evening,bbq_ckn_m,The Barbecue Chicken Pizza,Chicken,M,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,16.75,16.75,Standard
31160,13759,2015-08-17,18:49:37,Monday,Weekday,Aug,Q3,Evening,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
31161,13760,2015-08-17,18:56:50,Monday,Weekday,Aug,Q3,Evening,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
31162,13761,2015-08-17,18:59:57,Monday,Weekday,Aug,Q3,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
31163,13761,2015-08-17,18:59:57,Monday,Weekday,Aug,Q3,Evening,calabrese_m,The Calabrese Pizza,Supreme,M,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",Non-Veg,1,Small,16.25,16.25,Standard
31164,13762,2015-08-17,19:13:34,Monday,Weekday,Aug,Q3,Evening,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31165,13762,2015-08-17,19:13:34,Monday,Weekday,Aug,Q3,Evening,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
31166,13762,2015-08-17,19:13:34,Monday,Weekday,Aug,Q3,Evening,southw_ckn_m,The Southwest Chicken Pizza,Chicken,M,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,16.75,16.75,Standard
31167,13763,2015-08-17,19:17:32,Monday,Weekday,Aug,Q3,Evening,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
31168,13763,2015-08-17,19:17:32,Monday,Weekday,Aug,Q3,Evening,green_garden_s,The Green Garden Pizza,Veggie,S,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,12.0,12.0,Standard
31169,13764,2015-08-17,19:17:40,Monday,Weekday,Aug,Q3,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
31170,13764,2015-08-17,19:17:40,Monday,Weekday,Aug,Q3,Evening,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
31171,13764,2015-08-17,19:17:40,Monday,Weekday,Aug,Q3,Evening,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31172,13765,2015-08-17,19:20:47,Monday,Weekday,Aug,Q3,Evening,bbq_ckn_s,The Barbecue Chicken Pizza,Chicken,S,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31173,13766,2015-08-17,19:22:01,Monday,Weekday,Aug,Q3,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
31174,13766,2015-08-17,19:22:01,Monday,Weekday,Aug,Q3,Evening,cali_ckn_s,The California Chicken Pizza,Chicken,S,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,12.75,12.75,Standard
31175,13766,2015-08-17,19:22:01,Monday,Weekday,Aug,Q3,Evening,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
31176,13767,2015-08-17,19:34:11,Monday,Weekday,Aug,Q3,Evening,brie_carre_s,The Brie Carre Pizza,Supreme,S,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",Veg,1,Small,23.65,23.65,Premium
31177,13767,2015-08-17,19:34:11,Monday,Weekday,Aug,Q3,Evening,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
31178,13767,2015-08-17,19:34:11,Monday,Weekday,Aug,Q3,Evening,prsc_argla_m,The Prosciutto And Arugula Pizza,Supreme,M,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,16.5,16.5,Standard
31179,13767,2015-08-17,19:34:11,Monday,Weekday,Aug,Q3,Evening,spinach_fet_m,The Spinach And Feta Pizza,Veggie,M,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,16.0,16.0,Standard
31180,13768,2015-08-17,19:56:20,Monday,Weekday,Aug,Q3,Evening,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
31181,13768,2015-08-17,19:56:20,Monday,Weekday,Aug,Q3,Evening,peppr_salami_s,The Pepper Salami Pizza,Supreme,S,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
31182,13768,2015-08-17,19:56:20,Monday,Weekday,Aug,Q3,Evening,spin_pesto_s,The Spinach Pesto Pizza,Veggie,S,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,12.5,12.5,Standard
31183,13769,2015-08-17,20:18:15,Monday,Weekday,Aug,Q3,Evening,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
31184,13769,2015-08-17,20:18:15,Monday,Weekday,Aug,Q3,Evening,peppr_salami_s,The Pepper Salami Pizza,Supreme,S,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
31185,13770,2015-08-17,20:27:15,Monday,Weekday,Aug,Q3,Evening,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31186,13771,2015-08-17,20:55:48,Monday,Weekday,Aug,Q3,Evening,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
31187,13771,2015-08-17,20:55:48,Monday,Weekday,Aug,Q3,Evening,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
31188,13771,2015-08-17,20:55:48,Monday,Weekday,Aug,Q3,Evening,green_garden_m,The Green Garden Pizza,Veggie,M,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,16.0,16.0,Standard
31189,13771,2015-08-17,20:55:48,Monday,Weekday,Aug,Q3,Evening,spin_pesto_l,The Spinach Pesto Pizza,Veggie,L,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,20.75,20.75,Premium
31190,13772,2015-08-17,21:00:22,Monday,Weekday,Aug,Q3,Night,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
31191,13772,2015-08-17,21:00:22,Monday,Weekday,Aug,Q3,Night,napolitana_s,The Napolitana Pizza,Classic,S,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",Non-Veg,1,Small,12.0,12.0,Standard
31192,13772,2015-08-17,21:00:22,Monday,Weekday,Aug,Q3,Night,pepperoni_m,The Pepperoni Pizza,Classic,M,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,12.5,12.5,Standard
31193,13772,2015-08-17,21:00:22,Monday,Weekday,Aug,Q3,Night,southw_ckn_s,The Southwest Chicken Pizza,Chicken,S,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31194,13773,2015-08-17,21:03:19,Monday,Weekday,Aug,Q3,Night,spinach_fet_l,The Spinach And Feta Pizza,Veggie,L,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,20.25,20.25,Premium
31195,13774,2015-08-17,21:48:32,Monday,Weekday,Aug,Q3,Night,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
31196,13774,2015-08-17,21:48:32,Monday,Weekday,Aug,Q3,Night,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,2,Medium,20.75,41.5,Premium
31197,13774,2015-08-17,21:48:32,Monday,Weekday,Aug,Q3,Night,spin_pesto_s,The Spinach Pesto Pizza,Veggie,S,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,12.5,12.5,Standard
31198,13775,2015-08-17,22:41:17,Monday,Weekday,Aug,Q3,Night,peppr_salami_l,The Pepper Salami Pizza,Supreme,L,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
31199,13775,2015-08-17,22:41:17,Monday,Weekday,Aug,Q3,Night,peppr_salami_s,The Pepper Salami Pizza,Supreme,S,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
31200,13775,2015-08-17,22:41:17,Monday,Weekday,Aug,Q3,Night,sicilian_s,The Sicilian Pizza,Supreme,S,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,12.25,12.25,Standard
31201,13775,2015-08-17,22:41:17,Monday,Weekday,Aug,Q3,Night,spinach_supr_s,The Spinach Supreme Pizza,Supreme,S,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,12.5,12.5,Standard
31202,13776,2015-08-18,11:30:00,Tuesday,Weekday,Aug,Q3,Morning,prsc_argla_s,The Prosciutto And Arugula Pizza,Supreme,S,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,12.5,12.5,Standard
31203,13777,2015-08-18,11:32:01,Tuesday,Weekday,Aug,Q3,Morning,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31204,13778,2015-08-18,11:32:53,Tuesday,Weekday,Aug,Q3,Morning,soppressata_s,The Soppressata Pizza,Supreme,S,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
31205,13779,2015-08-18,11:36:47,Tuesday,Weekday,Aug,Q3,Morning,spinach_fet_l,The Spinach And Feta Pizza,Veggie,L,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,20.25,20.25,Premium
31206,13780,2015-08-18,11:38:50,Tuesday,Weekday,Aug,Q3,Morning,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
31207,13780,2015-08-18,11:38:50,Tuesday,Weekday,Aug,Q3,Morning,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
31208,13780,2015-08-18,11:38:50,Tuesday,Weekday,Aug,Q3,Morning,spinach_fet_m,The Spinach And Feta Pizza,Veggie,M,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,16.0,16.0,Standard
31209,13780,2015-08-18,11:38:50,Tuesday,Weekday,Aug,Q3,Morning,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31210,13781,2015-08-18,11:50:31,Tuesday,Weekday,Aug,Q3,Morning,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
31211,13782,2015-08-18,11:54:27,Tuesday,Weekday,Aug,Q3,Morning,ital_veggie_l,The Italian Vegetables Pizza,Veggie,L,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,21.0,21.0,Premium
31212,13782,2015-08-18,11:54:27,Tuesday,Weekday,Aug,Q3,Morning,mexicana_l,The Mexicana Pizza,Veggie,L,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,20.25,20.25,Premium
31213,13782,2015-08-18,11:54:27,Tuesday,Weekday,Aug,Q3,Morning,peppr_salami_l,The Pepper Salami Pizza,Supreme,L,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
31214,13783,2015-08-18,12:15:53,Tuesday,Weekday,Aug,Q3,Lunch,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31215,13784,2015-08-18,12:21:27,Tuesday,Weekday,Aug,Q3,Lunch,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
31216,13784,2015-08-18,12:21:27,Tuesday,Weekday,Aug,Q3,Lunch,pep_msh_pep_l,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,L,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,17.5,17.5,Standard
31217,13784,2015-08-18,12:21:27,Tuesday,Weekday,Aug,Q3,Lunch,prsc_argla_l,The Prosciutto And Arugula Pizza,Supreme,L,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,2,Medium,20.75,41.5,Premium
31218,13785,2015-08-18,12:27:40,Tuesday,Weekday,Aug,Q3,Lunch,ital_cpcllo_m,The Italian Capocollo Pizza,Classic,M,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,16.0,16.0,Standard
31219,13786,2015-08-18,12:39:34,Tuesday,Weekday,Aug,Q3,Lunch,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31220,13786,2015-08-18,12:39:34,Tuesday,Weekday,Aug,Q3,Lunch,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
31221,13786,2015-08-18,12:39:34,Tuesday,Weekday,Aug,Q3,Lunch,veggie_veg_s,The Vegetables + Vegetables Pizza,Veggie,S,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,12.0,12.0,Standard
31222,13787,2015-08-18,12:56:29,Tuesday,Weekday,Aug,Q3,Lunch,soppressata_l,The Soppressata Pizza,Supreme,L,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
31223,13788,2015-08-18,12:58:33,Tuesday,Weekday,Aug,Q3,Lunch,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
31224,13788,2015-08-18,12:58:33,Tuesday,Weekday,Aug,Q3,Lunch,ital_veggie_m,The Italian Vegetables Pizza,Veggie,M,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,16.75,16.75,Standard
31225,13788,2015-08-18,12:58:33,Tuesday,Weekday,Aug,Q3,Lunch,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
31226,13788,2015-08-18,12:58:33,Tuesday,Weekday,Aug,Q3,Lunch,southw_ckn_m,The Southwest Chicken Pizza,Chicken,M,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,16.75,16.75,Standard
31227,13788,2015-08-18,12:58:33,Tuesday,Weekday,Aug,Q3,Lunch,spin_pesto_m,The Spinach Pesto Pizza,Veggie,M,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,16.5,16.5,Standard
31228,13789,2015-08-18,13:02:05,Tuesday,Weekday,Aug,Q3,Lunch,peppr_salami_l,The Pepper Salami Pizza,Supreme,L,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
31229,13789,2015-08-18,13:02:05,Tuesday,Weekday,Aug,Q3,Lunch,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
31230,13789,2015-08-18,13:02:05,Tuesday,Weekday,Aug,Q3,Lunch,the_greek_s,The Greek Pizza,Classic,S,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,12.0,12.0,Standard
31231,13790,2015-08-18,13:22:12,Tuesday,Weekday,Aug,Q3,Lunch,green_garden_s,The Green Garden Pizza,Veggie,S,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,12.0,12.0,Standard
31232,13790,2015-08-18,13:22:12,Tuesday,Weekday,Aug,Q3,Lunch,ital_cpcllo_l,The Italian Capocollo Pizza,Classic,L,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,20.5,20.5,Premium
31233,13791,2015-08-18,13:26:20,Tuesday,Weekday,Aug,Q3,Lunch,cali_ckn_l,The California Chicken Pizza,Chicken,L,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,20.75,20.75,Premium
31234,13791,2015-08-18,13:26:20,Tuesday,Weekday,Aug,Q3,Lunch,ckn_alfredo_m,The Chicken Alfredo Pizza,Chicken,M,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,16.75,16.75,Standard
31235,13791,2015-08-18,13:26:20,Tuesday,Weekday,Aug,Q3,Lunch,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
31236,13791,2015-08-18,13:26:20,Tuesday,Weekday,Aug,Q3,Lunch,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
31237,13791,2015-08-18,13:26:20,Tuesday,Weekday,Aug,Q3,Lunch,four_cheese_m,The Four Cheese Pizza,Veggie,M,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,14.75,14.75,Standard
31238,13791,2015-08-18,13:26:20,Tuesday,Weekday,Aug,Q3,Lunch,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
